posemo,anx,anger,sad,affiliation
5.56,27.78,9.72,20.83,0
41.03,5.13,0,7.69,0
44.44,7.41,0,18.52,2.08
42.86,3.57,0,0,0
37.21,11.05,1.16,18.6,1.2
30,13.33,3.33,6.67,0
46.15,7.69,3.85,13.46,0
70,0,0,3.33,3.85
75,0,0,0,5.71
64.1,0,0,0,0
47.5,5,0,10,0
47.73,9.09,2.27,10.23,2.38
67.95,2.32,0.77,3.47,1.98
35.19,3.7,1.85,9.26,0
70.91,0,0,0,12
62.22,0,0,4.44,0
51.06,6.38,2.13,4.26,14.29
54.35,0,0,6.52,0
54.35,0,0,2.17,2.44
57.41,0,1.85,0,4.08
3.92,37.25,7.84,35.29,0
46.55,5.17,3.45,10.34,9.8
53.33,11,1,12,13.95
38.18,20,3.64,20,4.08
12.96,16.67,11.11,20.37,0
11.29,35.48,6.45,25.81,1.75
29.27,12.2,4.88,4.88,0
36.87,10.61,2.23,6.15,2.3
69.23,0,0,6.15,19.67
50,1.72,1.72,8.62,0
38.4,10.32,0.86,18.91,3.5
60.42,0,2.08,0,0
75.51,0,2.04,0,27.91
76.19,0,0,0,28.95
59.09,2.27,0,15.91,0
57.58,7.58,1.52,9.09,18.03
31.91,19.15,2.13,17.02,2.5
60.53,0,0,0,0
64.71,1.47,0,2.94,12.7
74.14,0,0,0,9.09
67.86,1.34,0,8.93,3.18
9.09,27.27,3.64,45.45,2
32.56,4.65,2.33,11.63,0
22.5,10,0,15,0
27.21,13.97,1.84,33.09,0
34.69,8.16,0,16.33,2.33
60,4,0,2,0
64.29,1.79,0,0,9.8
65.57,0,0,6.56,0
56.25,4.69,1.56,4.69,3.33
26.42,28.3,0,24.53,2.13
42.42,6.06,0,0,0
59.62,9.62,0,5.77,14.58
39.02,2.44,0,9.76,8.33
63.08,1.54,1.54,3.08,6.56
50,6.82,0,9.09,15
80,0,0,2,13.64
41.03,15.38,0,5.13,0
38.46,15.38,0,25.64,0
55.77,5.77,0,0,0
4.76,47.62,0,30.95,0
58.49,5.66,0,0,2.13
78.26,0,0,0,4.76
20,8,0,54,2.27
21.87,23.46,14.81,12.53,0.69
31.11,4.44,4.44,4.44,0
75.95,0,0,0,18.67
59.38,0,0,3.12,0
70.27,10.81,0,0,9.09
77.08,6.25,0,0,39.53
77.78,0,0,0,23.33
38.46,11.54,0,3.85,0
40.38,1.92,0,0,0
54.55,0,0,0,0
14.29,26.53,14.29,18.37,0
20.83,10.42,4.17,12.5,0
14.29,28.57,0,38.1,5.26
37.04,16.67,0,18.52,4
35,10,0,7.5,0
56.1,4.88,0,12.2,5.41
57.5,0,0,0,8.82
34.04,25.53,0,17.02,0
71.43,4.08,0,0,25.58
64,8,0,2,25
23.53,11.76,0,14.71,0
65.8,10.06,1.44,4.6,7.6
48.1,13.08,5.49,5.49,0.43
57.14,2.38,0,7.14,0
66.67,1.52,0,4.17,10.08
61.54,0,0,0,11.11
15.38,28.21,0,33.33,0
67.21,1.64,0,1.64,14.29
50,5,2.5,0,0
20.53,32.55,4.4,14.08,2.38
48.15,12.96,0,5.56,0
40.91,12.5,3.41,11.36,4.88
38.1,9.52,2.38,9.52,0
42.31,7.69,0,0,0
19.05,4.76,4.76,16.67,0
36.84,10.53,2.63,5.26,18.18
77.03,1.35,1.35,1.35,21.74
36.9,8.33,2.38,20.24,5.13
77.08,0,0,6.25,39.53
53.06,8.16,0,6.12,4.55
34.15,21.95,4.88,4.88,2.7
47.22,0,8.33,5.56,0
45.61,8.77,0,8.77,1.92
76,2,0,0,17.39
65.22,7.25,0,11.59,26.15
70.27,0,0,0,0
13.64,6.82,0,54.55,0
39.73,9.59,2.74,9.59,2.9
58.82,0,0,14.71,20.69
9.68,30.65,9.68,16.13,0
61.22,5.1,1.53,3.57,4.71
42.42,0,0,0,0
58.49,5.66,0,9.43,10.42
52.17,4.35,0,4.35,2.44
35.56,8.89,0,4.44,0
47.37,3.51,3.51,3.51,1.89
43.4,11.32,1.89,20.75,4.17
46.67,6.67,0,8.89,2.5
0,34.48,6.9,37.93,0
69.23,0,0,0,0
35.38,19.38,0.31,19.38,4.69
65.91,4.55,0,2.27,13.16
53.33,4.44,0,2.22,14.63
29.41,13.73,5.88,5.88,0
56.14,3.51,1.75,3.51,15.38
66.67,0,0,2.08,9.3
30,0,0,26.67,0
31.43,20,0,5.71,0
50,11.9,9.52,0,0
54.17,11.11,2.78,8.33,13.43
73.56,1.15,0,6.9,29.27
75.32,1.3,0,2.6,40
61.64,9.59,0,5.48,17.39
58.7,0,0,0,4.88
10.64,17.02,27.66,12.77,0
70.59,0,0,0,3.33
45.16,9.68,0,6.45,0
47.92,2.08,0,20.83,4.55
45.28,7.55,1.89,11.32,2.17
21.21,21.21,9.09,15.15,0
25.64,30.77,7.69,10.26,0
64.86,5.41,0,5.41,3.23
66.67,0,1.85,1.85,0
19.05,4.76,4.76,33.33,0
55.26,0,0,0,5.88
28.26,15.22,6.52,17.39,0
67.5,0,0,0,2.94
40.54,5.41,0,2.7,0
50,4.17,0,20.83,4.55
54.55,0,0,11.36,5.13
47.62,4.76,2.38,9.52,2.7
56.76,2.7,0,0,12.12
45.95,0,0,16.22,0
34.38,6.25,0,3.12,0
66.67,4.17,0,6.25,6.98
31.25,25,0,9.38,0
35.48,0,0,6.45,0
20.37,27.78,1.85,24.07,0
57.78,4.44,2.22,2.22,10
53.12,6.25,0,3.12,3.57
34.38,0,0,6.25,0
47.06,0,0,2.94,0
23.68,5.26,0,15.79,0
8,36,2,32,2.22
33.33,0,0,15.15,0
46.15,5.13,5.13,2.56,2.86
76.19,1.59,0,0,34.48
33.33,2.22,0,26.67,7.5
32.76,15.52,5.17,20.69,3.77
72.92,0,0,0,6.98
37.93,3.45,0,3.45,0
32.14,12.5,10.71,7.14,1.96
54.76,0,0,2.38,8.33
69.39,0,2.04,0,18.6
70.21,0,0,0,13.95
20.69,20.69,0,0,0
42.42,0,0,0,0
50,2.38,0,4.76,0
60.61,3.03,0,0,7.14
4.35,45.65,4.35,30.43,0
66.95,0.85,0.42,4.24,5.63
28.57,26.19,14.29,0,2.7
21.95,19.51,0,17.07,0
62.86,0,0,2.86,0
54.39,17.54,0,5.26,3.7
55.56,0,4.44,6.67,0
38.64,13.64,0,4.55,2.63
13.33,16.67,0,20,0
46.67,6.67,0,0,0
31.82,11.36,2.27,6.82,0
53.19,8.51,0,0,2.44
45.45,0,0,9.09,7.41
54.29,0,0,5.71,0
68.42,0,0,0,0
25,16.67,0,2.78,0
40,11.43,8.57,2.86,3.12
45.31,7.03,1.95,7.42,5.93
38.1,9.52,0,4.76,2.7
39.02,4.88,0,9.76,0
51.43,5.71,0,5.71,0
52.63,0,0,7.89,0
46.67,16.67,0,16.67,0
30.56,8.33,0,44.44,0
35.37,15.43,1.93,30.55,2.94
46.94,10.2,0,6.12,13.64
38.46,5.13,5.13,2.56,26.47
58.7,7.61,2.17,9.78,12.64
66.1,1.69,0,8.47,7.55
10.42,31.25,6.25,25,0
64.44,4.44,0,0,0
52.5,5,0,5,0
32.5,2.5,0,5,0
20,12.5,7.5,20,0
72.92,0,0,0,7.32
46.3,14.81,1.85,14.81,2.13
40,10,3.33,13.33,3.77
73.02,0,0,1.59,12.28
14.29,25,7.14,23.21,0
42.5,10,7.5,22.5,2.78
48.21,3.57,0,3.57,13.73
42.22,2.22,0,11.11,5
60.38,1.89,0,0,0
50,8.33,5,5,12.73
73.91,1.45,1.45,2.9,23.81
33.96,11.32,0,20.75,0
36.11,5.56,0,8.33,3.23
54.84,8.06,1.61,11.29,8.62
44.44,8.89,0,17.78,0
17.86,3.57,0,3.57,0
41.03,0,0,0,0
42.5,10,0,0,0
44.83,3.45,0,3.45,0
46.15,0,0,12.82,8.57
45.16,0,0,3.23,0
80.85,0,0,0,4.76
56.41,0,0,0,0
36.67,3.33,0,0,0
70,12.5,0,5,0
26.67,6.67,0,3.33,0
43.59,0,0,0,0
76.09,0,0,0,23.81
52.94,3.92,3.92,9.8,12.77
47.67,10.33,0.67,10,4.73
65.31,8.16,0,0,18.18
54.35,0,0,0,0
48.28,10.34,0,6.9,0
60.87,2.17,0,0,9.76
53.33,0,0,0,0
39.02,17.07,0,4.88,10.81
65.12,0,0,2.33,2.7
69.14,0.78,1.17,2.34,0.4
51.72,8.62,1.72,6.9,5.66
75.51,0,0,4.08,24.44
13.16,23.68,5.26,10.53,0
73.17,0,0,0,2.94
36.59,7.32,0,31.71,5.41
17.65,29.41,1.96,27.45,0
25.29,18.39,2.3,27.59,2.44
34.78,8.7,0,6.52,2.56
5.13,38.46,2.56,15.38,0
57.14,0,0,0,0
35.71,0,0,40.48,11.11
62.75,1.96,1.96,1.96,4.35
53.85,12.82,2.56,7.69,22.86
42.11,13.16,0,0,6.06
45,0,0,0,0
21.21,18.18,0,3.03,0
23.33,6.67,0,0,0
60.61,3.03,0,3.03,6.9
41.67,10.42,0,14.58,0
41.38,11.49,4.6,9.2,2.41
54.55,0,0,13.64,2.56
53.33,4.44,0,4.44,5
20,4,0,0,0
42.86,9.52,0,2.38,2.78
48.57,2.86,0,0,6.67
40.62,3.12,0,0,0
50,0,0,0,0
54,4,2,6,2.17
56.76,0,0,0,0
25.81,9.68,0,16.13,3.7
51.72,0,0,0,0
35.71,9.52,2.38,11.9,0
29.41,0,5.88,0,0
43.48,17.39,0,8.7,4.88
17.02,36.17,2.13,10.64,0
39.02,14.63,2.44,0,0
43.59,10.26,0,2.56,0
47.06,5.88,1.96,7.84,0
55.88,8.82,0,2.94,0
23.26,13.95,0,11.63,5.13
37.5,9.38,0,3.12,7.14
24.39,21.95,7.32,2.44,0
44.44,13.89,0,11.11,0
11.76,5.88,0,29.41,0
10.26,30.77,0,28.21,0
45,7.5,0,5,0
21.88,6.25,0,3.12,0
45.65,10.87,2.17,6.52,0
27.59,17.24,0,6.9,0
64.29,7.14,0,7.14,5.26
41.67,2.78,0,0,0
24.14,20.69,0,20.69,0
54.84,6.45,0,0,0
37.14,5.71,2.86,8.57,0
38.46,7.69,0,11.54,8.7
68.75,0,0,0,3.57
28.84,14.23,5.24,16.1,0.76
39.62,12.02,1.91,14.75,1.1
43.33,0,0,0,7.69
51.43,2.86,0,2.86,0
10.26,35.9,5.13,23.08,0
63.89,0,0,5.56,0
31.71,9.76,0,14.63,0
38.16,9.21,2.63,11.84,2.78
51.35,0,0,0,0
14.29,16.67,7.14,19.05,0
30.91,10.91,0,16.36,1.96
59.62,3.29,0.47,3.29,3.35
37.5,3.12,0,6.25,0
40,7.5,5,0,0
30.77,15.38,2.56,20.51,0
39.02,7.32,0,9.76,0
33.33,4.76,0,21.43,2.63
34.88,6.98,2.33,16.28,2.7
34.15,14.63,0,7.32,0
31.03,0,0,6.9,0
38.46,2.56,0,10.26,0
33.33,5.56,11.11,0,0
18.18,6.06,6.06,6.06,3.45
34.63,13.17,3.41,11.71,2.49
34.15,19.51,0,9.76,0
25.64,25.64,0,5.13,0
47.27,9.09,3.18,5.45,0.93
48.65,13.51,2.7,5.41,0
38.24,2.94,5.88,0,0
38.46,8.97,2.56,7.69,2.78
33.33,21.57,0,17.65,2.13
43.93,14.02,7.48,6.54,1.44
50,4.76,0,2.38,5.41
40,2.86,2.86,2.86,0
64.52,0,0,0,0
17.65,8.82,0,52.94,6.67
52.94,5.88,0,0,6.67
14.29,11.43,11.43,25.71,0
48,4,0,16,4.44
43.18,6.82,0,11.36,2.5
31.03,6.9,3.45,3.45,0
55.17,0,0,0,0
35.48,9.68,6.45,3.23,0
36.36,0,0,0,0
34.62,7.69,0,9.62,0
24.24,3.03,9.09,3.03,0
35.71,14.29,0,4.76,5.26
56.1,0,0,0,0
43.75,15.62,0,0,0
17.65,14.71,2.94,14.71,0
38.46,10.26,0,2.56,0
19.23,30.77,11.54,0,0
42.86,19.05,0,9.52,0
40,4,0,6,4.55
47.22,0,0,0,3.33
70.27,0,0,0,0
32.26,6.45,12.9,3.23,0
40,2.5,0,2.5,0
31.58,5.26,5.26,2.63,0
68.97,0,0,0,8
39.83,7.79,0.87,10.39,0.88
53.12,6.25,0,0,0
47.06,1.96,1.96,1.96,4.35
32.35,11.76,0,11.76,0
65.15,6.44,1.89,2.65,2.69
36.67,10,0,0,0
19.23,7.69,0,11.54,0
46.88,0,0,0,0
35.29,0,8.82,5.88,0
39.39,0,0,0,0
76.32,0,0,0,0
55.56,0,0,0,3.12
32.35,0,0,5.88,0
57.58,0,0,0,0
28.12,3.12,0,9.38,0
31.03,0,0,0,0
57.45,2.13,0,2.13,2.33
15.79,13.16,0,36.84,0
8.33,22.22,2.78,36.11,0
54.49,1.8,0.6,1.2,3.09
41.96,5.49,0,5.49,1.59
50,3.12,3.12,6.25,0
17.95,10.26,5.13,23.08,0
31.11,15.56,2.22,4.44,0
53.06,12.24,0,2.04,0
39.02,2.44,4.88,12.2,10.81
33.13,11.45,0.6,7.83,1.85
47.22,2.78,0,16.67,0
42.11,10.53,2.63,9.21,2.78
46.51,11.63,0,4.65,5.13
50,0,0,5.56,6.45
29.41,8.82,0,17.65,0
52.83,13.21,0,5.66,6.12
48.15,3.7,0,7.41,8.33
43.59,5.13,0,0,3.03
32.2,15.25,11.86,6.78,3.64
15.52,15.52,6.9,18.97,0
43.33,0,3.33,6.67,0
47.06,5.88,0,0,0
80.49,4.88,0,0,16.22
19.57,17.39,4.35,10.87,0
25.58,30.23,0,30.23,0
62.79,0,0,0,5.13
40,10,2.5,10,5.56
33.33,5.88,0,3.92,0
66.67,0,0,0,6.98
47.37,2.63,0,7.89,6.06
50,2.17,8.7,0,4.88
35.14,2.7,0,5.41,0
48.15,3.7,0,7.41,0
40.62,6.25,0,0,3.7
37.5,5,0,0,11.76
44.44,10.56,1.11,10.56,0
17.65,20.59,17.65,2.94,0
46.94,4.08,0,4.08,4.55
37.04,0,0,7.41,0
40.48,4.76,0,2.38,0
62.5,2.5,0,2.5,2.78
38.46,7.69,2.56,7.69,0
47.37,5.26,0,10.53,5.88
43.59,0,0,0,0
50,3.7,1.85,7.41,2.04
25,25,2.27,9.09,2.44
16.67,6.67,3.33,16.67,0
26.83,12.2,12.2,0,0
6.35,28.57,3.17,39.68,0
80.2,1.49,0.5,0.99,8.12
13.33,23.33,1.67,35,3.57
30,0,0,16.67,0
56.76,0,0,5.41,0
41.03,12.82,2.56,0,3.03
57.89,0,0,0,0
59.46,0,0,0,0
5.41,37.84,5.41,2.7,0
40.48,14.29,4.76,16.67,0
35.54,14.29,0.35,26.13,9.19
40.54,0,0,18.92,0
41.94,3.23,6.45,0,19.23
60.61,3.03,0,0,0
53.85,0,0,0,0
42.42,0,0,0,3.57
51.52,6.06,0,0,7.14
22.22,24.44,2.22,24.44,4.88
50,2.65,1.33,4.42,1.82
47.5,0,0,10,5.88
41.86,4.65,0,13.95,2.56
45.16,3.23,0,0,0
61.54,0,0,0,0
50,0,0,0,0
51.61,6.45,0,0,0
36.36,6.06,0,3.03,0
45.71,14.29,0,0,6.25
53.27,6.53,1.51,6.03,1.55
50,0,6.25,0,0
34.88,12.79,3.49,8.14,2.5
35.56,8.89,4.44,8.89,0
29.27,12.2,0,14.63,0
37.5,10,0,10,0
23.68,15.79,0,18.42,0
38.1,14.29,0,19.05,2.63
30.65,3.23,0,20.97,7.27
34.15,9.76,7.32,4.88,0
79.07,0,0,0,10.81
29.41,15.69,3.92,7.84,4.44
74.9,1.9,0.76,2.28,3.86
58.97,10.26,0,5.13,5.71
43.33,10,0,6.67,0
31.11,4.44,8.89,13.33,0
59.38,3.12,0,6.25,3.33
25,16.67,13.89,13.89,0
66.8,4.69,1.56,5.08,23.11
59.09,0,4.55,9.09,23.08
70.21,2.13,0,2.13,20.93
57.89,7.89,0,0,9.09
6.82,18.18,22.73,15.91,0
41.03,2.56,5.13,0,2.94
16.67,25,4.17,20.83,0
48.78,7.32,0,12.2,0
30,3.33,0,0,0
43.01,4.3,0.54,9.14,1.11
25.64,7.69,5.13,38.46,0
46.15,0,0,7.69,0
17.46,19.05,0,31.75,0
44.44,2.78,0,2.78,0
11.11,5.56,0,25,0
31.91,10.64,0,27.66,4.76
38.3,6.38,2.13,12.77,0
53.85,7.69,0,3.85,8.7
43.48,10.87,4.35,6.52,0
66.67,0,0,0,0
63.16,0,0,0,0
54.76,4.76,0,0,0
49.06,5.66,1.89,3.77,0
55.56,4.55,0.51,6.57,2.05
51.16,9.3,0,13.95,0
76.32,0,0,0,9.09
68,0,0,2,8.7
50,0,0,0,0
61.9,0,0,0,0
74.36,0,0,0,2.86
62.07,0,0,6.9,0
53.33,3.33,0,5,3.7
48.08,5.77,0,9.62,0
46.67,4.44,0,15.56,5
51.28,7.69,0,2.56,0
58.97,5.13,2.56,0,0
54.29,0,0,0,0
65.79,0,0,0,0
58.19,1.72,0.86,8.19,0
63.89,0,0,0,0
48.89,2.22,0,8.89,0
10,17.5,0,25,0
45,13.33,3.33,15,10.91
65.15,2.9,2.9,4.56,1.27
48.39,0,0,0,0
52.83,3.77,0,1.89,0
27.27,0,12.12,0,11.54
67.27,1.82,0,1.82,12.24
67.24,0,0,8.62,23.08
79.17,0,0,2.08,36.36
60.38,5.66,0,5.66,26.53
75.56,2.22,0,0,12.2
62.26,3.77,0,9.43,31.25
71.85,4.69,1.48,5.68,27.89
76.09,0,0,4.35,41.46
27.45,27.45,5.88,13.73,0
65.62,4.69,0,4.69,27.59
49.09,10.67,0,12.5,8.07
44.19,9.3,0,16.28,0
34.04,12.77,0,14.89,0
66.67,1.67,0,0,10.71
38.1,9.52,0,9.52,2.63
34.09,20.45,0,13.64,5
62.07,0,0,0,0
29.27,24.39,0,19.51,0
58.06,3.23,0,8.06,1.72
41.03,5.13,0,5.13,0
52.27,2.27,0,2.27,0
75,0,0,1.67,23.64
51.02,14.29,0,4.08,2.38
48.39,6.45,0,0,7.41
59.62,0,0,9.62,4.26
46.67,15.56,0,4.44,0
23.64,16.36,0,23.64,3.92
29.73,13.51,8.11,5.41,3.12
28.21,10.26,2.56,2.56,0
52.94,5.88,0,11.76,0
12.12,18.18,0,3.03,0
69.23,0,0,0,0
41.03,2.56,0,17.95,0
54.55,4.55,0,0,7.69
37.04,14.81,0,7.41,0
8.89,33.33,6.67,22.22,0
38.24,23.53,8.82,2.94,0
34.38,0,0,0,7.41
27.5,7.5,0,15,0
58.54,4.88,0,4.88,5.41
46.15,5.77,0,15.38,4.17
58.33,0,0,8.33,0
17.07,26.83,12.2,4.88,0
41.3,10.87,0,13.04,2.38
35.71,9.52,0,26.19,2.78
52,4,0,8,0
52.27,0,0,11.36,0
44.07,16.95,0,1.69,3.64
74,0,0,0,4.55
54.39,5.26,1.75,8.77,5.77
63.33,0,0,0,11.54
32,10,2,12,0
33.33,2.78,2.78,11.11,0
21.21,9.09,0,27.27,0
41.18,0,0,5.88,10.71
40,2.86,0,17.14,0
37.5,3.12,3.12,3.12,3.7
55.32,2.13,2.13,2.13,0
64.29,0,0,0,0
62.5,2.5,0,0,0
80.43,0,0,0,29.27
40,4.44,6.67,0,2.44
75,0,0,0,17.65
22.22,7.41,0,0,0
45.45,6.06,0,0,0
31.58,17.54,0,17.54,0
19.61,31.37,5.88,17.65,0
56.1,2.44,0,4.88,5.56
84.78,0,2.17,0,0
50,0,0,0,0
65.79,0,0,0,0
56.14,1.75,0,7.02,9.8
54.61,6.03,1.06,12.06,3.62
33.33,21.57,1.96,13.73,0
63.64,0,0,0,15.38
38,14,0,10,0
68.42,5.26,0,0,14.71
55,2.5,0,12.5,2.86
58.33,0,0,2.08,7.14
14,30,8,16,0
53.66,14.63,0,7.32,16.22
58.14,6.98,0,13.95,10.53
33.33,11.11,0,8.33,0
47.73,9.09,0,4.55,0
50,2.94,0,11.76,0
65.79,0,0,0,9.09
50,4.76,0,9.52,5.26
17.95,10.26,0,41.03,0
9.3,30.23,9.3,13.95,0
19.35,45.16,0,3.23,0
50,7.5,0,7.5,5.71
58.54,0,0,9.76,11.11
54,0,0,4,6.67
37.5,2.5,0,27.5,0
65.15,3.03,1.52,1.52,6.45
42,2,2,6,4.55
77.27,0,0,4.55,17.95
84.75,1.17,0,0.59,17.56
36.93,11.2,6.22,9.13,0
40,0,0,5.71,10.34
68.57,0,0,0,0
17.95,23.59,8.97,27.18,0.52
28.89,11.11,4.44,20,0
39.62,9.43,1.89,15.09,4.08
44.83,0,6.9,0,4.17
65.12,0,0,0,0
27.5,7.5,2.5,12.5,2.78
59.52,2.38,0,4.76,0
57.89,5.26,0,0,0
52.29,9.8,1.31,6.54,2.03
39.13,4.35,0,13.04,0
29.69,10.94,0,29.69,0
55.56,0,0,0,0
25,27.27,0,27.27,0
31.43,5.71,2.86,5.71,0
44.12,2.94,2.94,0,0
33.33,5.56,0,8.33,0
78.33,0,0,0,32.73
54.55,6.06,0,3.03,3.57
60.09,4.82,0.44,4.39,0.9
46.15,3.85,0,0,0
55.74,3.28,0,8.2,3.64
39.47,10.53,5.26,2.63,2.94
50,0,2.5,0,0
63.41,2.44,0,0,5.41
77.08,0,0,0,9.52
43.75,10.42,0,4.17,9.09
25.71,5.71,5.71,22.86,0
54.35,0,0,21.74,4.88
81.67,0,0,0,32.73
44.44,13.33,0,13.33,0
25.4,15.87,6.35,12.7,0
24.46,16.85,4.89,19.02,1.68
53.09,7.22,0.77,10.05,11.55
48.39,0,0,3.23,0
35,2.5,12.5,10,0
32.5,17.5,0,12.5,0
14.81,20.37,0,22.22,4.08
43.24,8.11,2.7,2.7,0
39.02,14.63,4.88,2.44,2.78
41.46,29.27,0,2.44,16.22
25,11.54,1.92,23.08,0
